id,name,lat,long
212,Mosswood Park,37.82489253,-122.2604365
213,32nd St at Adeline St,37.8238474,-122.2811926
214,Market St at Brockhurst St,37.8233214,-122.2757325
215,34th St at Telegraph Ave,37.8225475,-122.2663179
216,San Pablo Ave at 27th St,37.8178269,-122.2756976
217,27th St at MLK Jr Way,37.8170154,-122.2717615
218,DeFremery Park,37.8123315,-122.2851712
219,Marston Campbell Park,37.8098236,-122.2801923
220,San Pablo Ave at MLK Jr Way,37.8113514,-122.2734217
221,6th Ave at E 12th St (Temporary Location),37.794396,-122.253842
222,10th Ave at E 15th St,37.7927143,-122.2487796
223,16th St Mission BART Station 2,37.76476522,-122.420091
224,21st Ave at International Blvd,37.78485466,-122.2393048
225,23rd Ave at Foothill Blvd,37.7851915,-122.2343822
226,26th Ave at International Blvd,37.781123,-122.2329915
227,Foothill Blvd at Fruitvale Ave,37.7837569,-122.2226033
228,Foothill Blvd at Harrington Ave,37.77993,-122.2177284
229,Foothill Blvd at 42nd Ave,37.7757452,-122.2130372
230,14th St at Mandela Pkwy,37.8107432,-122.2914153
231,14th St at Filbert St,37.80874983,-122.2832823
232,MLK Jr Way at 14th St,37.8061628,-122.2760402
233,4th Ave at E 12th St (Temporary Location),37.795913,-122.255547
234,Farnam St at Fruitvale Ave,37.778058,-122.2254
235,Union St at 10th St,37.8072393,-122.2893702
236,Market St at 8th St,37.8036865,-122.282497
237,Fruitvale BART Station,37.7752321,-122.2244982
238,MLK Jr Way at University Ave,37.8717192,-122.2730677
239,Bancroft Way at Telegraph Ave,37.8688126,-122.258764
240,Haste St at Telegraph Ave,37.8660431,-122.2588044
241,Ashby BART Station,37.8524766,-122.2702132
242,Milvia St at Derby St,37.8601246,-122.2693844
243,Bancroft Way at College Ave,37.8693603,-122.2543374
244,Shattuck Ave at Hearst Ave,37.87367621,-122.2684872
245,Downtown Berkeley BART,37.870139,-122.268422
246,Berkeley Civic Center,37.8690599,-122.270556
247,Fulton St at Bancroft Way,37.8677892,-122.2658964
248,Telegraph Ave at Ashby Ave,37.8559558,-122.2597949
249,Russell St at College Ave,37.8584732,-122.2532529
250,North Berkeley BART Station,37.873558,-122.283093
251,California St at University Ave,37.87055533,-122.2797203
252,Channing Way at Shattuck Ave,37.8658466,-122.2674431
253,Haste St at College Ave,37.86641794,-122.2537994
254,Vine St at Shattuck Ave,37.88022245,-122.2695923
255,Virginia St at Shattuck Ave,37.87657255,-122.2695279
256,Hearst Ave at Euclid Ave,37.87511169,-122.2605532
257,Fifth St at Delaware St,37.87040712,-122.2996759
258,University Ave at Oxford St,37.8723555,-122.2664467
259,Addison St at Fourth St,37.866249,-122.2993708
262,West St at University Ave,37.86996671,-122.2865331
263,Channing Way at San Pablo Ave,37.8628271,-122.2902305
265,Ninth St at Parker St,37.8588682,-122.2912095
266,Parker St at Fulton St,37.8624644,-122.2647911
267,Derby St at College Ave,37.8618037,-122.2535687
268,Ellsworth St at Russell St,37.85749021,-122.2615778
269,Telegraph Ave at Carleton St,37.8623199,-122.258801
270,Ninth St at Heinz Ave,37.8534894,-122.2894154
271,San Pablo Park,37.85578332,-122.2831267
273,Fulton St at Ashby Ave,37.85557366,-122.2635654
274,Oregon St at Adeline St,37.8575672,-122.2675583
275,Julian St at 6th St,37.3429973,-121.8888891
276,Julian St at The Alameda,37.3322326,-121.9125165
277,Morrison Ave at Julian St,37.3336577,-121.9085859
278,The Alameda at Bush St,37.3319323,-121.9048882
279,Santa Clara St at 7th St,37.3391456,-121.8841054
280,San Fernando St at 7th St,37.33712237,-121.8832147
281,9th St at San Fernando St,37.3383952,-121.8807965
282,Market St at Park St,37.3324263,-121.8903494
283,Delmas Ave and San Fernando St,37.3302641,-121.8977018
284,Yerba Buena Center for the Arts (Howard St at 3rd St),37.78487208,-122.4008757
285,Webster St at O'Farrell St,37.78352084,-122.4311578
286,San Carlos St at 11th St,37.3364659,-121.8766132
287,Almaden Blvd at Balbach St,37.32673,-121.8892731
288,Mission St at 1st St,37.3509643,-121.9020161
289,5th St at Taylor St,37.3510173,-121.8959209
290,George St at 1st St,37.3477319,-121.899464
291,Autumn Parkway at Coleman Ave,37.3413348,-121.9031829
292,Empire St at 1st St,37.3448821,-121.8969655
294,Pierce Ave at Market St,37.327581,-121.884559
295,William St at 10th St,37.3327938,-121.8759263
296,5th St at Virginia St,37.3259984,-121.87712
297,Locust St at Grant St,37.3229796,-121.8879312
298,Oak St at 1st St,37.32212463,-121.8810904
299,Bestor Art Park,37.3236779,-121.8741186
300,Palm St at Willow St,37.3172979,-121.884995
301,Willow St at Vine St,37.3184498,-121.8831724
303,San Pedro St at Hedding St,37.352601,-121.905733
304,Jackson St at 5th St,37.34875869,-121.8947978
305,Ryland Park,37.342725,-121.895617
306,Saint James Park,37.339301,-121.889937
307,SAP Center,37.332692,-121.900084
308,San Pedro Square,37.336802,-121.8940901
309,San Jose City Hall,37.337391,-121.886995
310,San Fernando St at 4th St,37.335885,-121.88566
311,Paseo De San Antonio at 2nd St,37.333798,-121.886943
312,San Jose Diridon Station,37.329732,-121.901782
313,Almaden Blvd at San Fernando St,37.331415,-121.8932
314,Santa Clara St at Almaden Blvd,37.333988,-121.894902
315,Market St at 45th St,37.834174,-122.272968
316,San Salvador St at 1st St,37.330165,-121.885831
317,San Salvador St at 9th St,37.333955,-121.877349
318,San Carlos St at Market St,37.330698,-121.888979
321,5th St at Folsom,37.7801457,-122.4030709
323,Broadway at Kearny,37.79801364,-122.4059504
324,Union Square (Powell St at Post St),37.78829998,-122.4085307
327,5th St at San Salvador St,37.33203868,-121.8817663
336,Potrero Ave and Mariposa St,37.76328094,-122.4073774
337,Webster St at 19th St,37.80696976,-122.2665882
338,13th St at Franklin St,37.80318908,-122.2705793
339,Jackson St at 11th St,37.80000163,-122.266438
340,Harmon St at Adeline St,37.849735,-122.270582
341,Fountain Alley at S 2nd St,37.3361883,-121.8892765
343,Bryant St at 2nd St,37.78317199,-122.393572
344,16th St Depot,37.76634859,-122.3962918
345,Hubbell St at 16th St,37.7664827,-122.3982793
349,Howard St at Mary St,37.78100972,-122.4056661
350,8th St at Brannan St,37.77143136,-122.4057868
351,10th St at University Ave,37.86906048,-122.2933996
355,23rd St at Tennessee St,37.75536713,-122.388795
356,Valencia St at Clinton Park,37.76918818,-122.4222851
357,2nd St at Julian St,37.34113204,-121.8928438
358,Williams Ave at 3rd St,37.72927865,-122.3928961
359,Williams Ave at Apollo St,37.73016751,-122.3989633
360,Newhall St at 3rd St,37.73857187,-122.3896178
361,Mendell St at Fairfax Ave,37.73985302,-122.3856555
362,Lane St at Revere Ave,37.73172669,-122.3900557
363,Salesforce Transit Center (Natoma St at 2nd St),37.7874921,-122.3982847
364,China Basin St at 3rd St,37.7719996,-122.3899698
365,Turk St at Fillmore St,37.78045006,-122.4319464
368,Myrtle St at Polk St,37.78543383,-122.4196216
369,Hyde St at Post St,37.78734902,-122.4166511
370,Jones St at Post St,37.78732677,-122.4132782
371,Lombard St at Columbus Ave,37.80274615,-122.4135786
372,Madison St at 17th St,37.80403678,-122.2624093
373,Potrero del Sol Park (25th St at Utah St),37.75179165,-122.4052155
375,Grove St at Masonic Ave,37.77483629,-122.4465457
377,Fell St at Stanyan St,37.77191688,-122.4537045
378,Empire St at 7th St,37.34774457,-121.8908
380,Masonic Ave at Turk St,37.77904666,-122.4472913
381,20th St at Dolores St,37.75823842,-122.4260938
383,Golden Gate Ave at Franklin St,37.78078713,-122.4219337
385,Woolsey St at Sacramento St,37.8505777,-122.2781754
386,24th St at Bartlett St,37.75210498,-122.4197236
388,Backesto Park (Jackson St at 13th St),37.35288683,-121.8860498
389,Taylor St at 9th St,37.35306166,-121.8919373
398,Leavenworth St at Broadway,37.79647069,-122.4168576
